0.7509775653934635	0.0	1
101.3255290785055	8624.397572762335	175
201.77616165651892	35740.12573017952	365
302.906633013039	81067.21876950841	540
403.06403298887443	144952.7289610705	742
503.0802916262035	229368.7229940815	952
603.2075528676212	333510.7896379395	1133
703.5750739493947	458049.1455448911	1353
804.2518947999422	603256.7874102137	1545
904.8184218276244	769360.7122565119	1762
1006.1294354798944	957419.5183089196	1950
1106.53769223066	1162451.3708229451	2145
1206.643519724257	1387442.384090254	2342
1306.6867388168112	1630135.7149864521	2513
1407.4941894209405	1893970.0207727328	2723
1508.675882718269	2178797.3509806446	2907
1609.0822000049961	2479098.7556266976	3081
1709.1414943785564	2797425.011719773	3285
1809.8079037304756	3137744.002911592	3474
1911.1236135683846	3499215.2922911798	3657
2011.7422863086267	3877710.270238176	3871
2112.1921427432108	4275450.959582409	4057
2212.2604984115455	4691698.093175571	4271
2312.4467194827403	5130075.461770107	4484
2412.8721505703966	5588978.258505136	4657
2513.15311943508	6065834.159376821	4858
2613.212380153332	6560640.4714756785	5041
2713.3461345793617	7075658.40790903	5250
2814.0632203991336	7614295.255668392	5461
2914.2529092765885	8171531.693247538	5662
3014.2860777544697	8748462.24095406	5870
3115.468966523914	9351998.583062531	6066
3217.336613522397	9980718.956762604	6267
3317.6718661647164	1.0618703189382192E7	6458
3417.723050447777	1.1276116739649255E7	6676
3517.8173213780233	1.1954612758791618E7	6885
3617.8299484426166	1.2652532735431232E7	7084
3718.217509299264	1.3374426322437128E7	7288
3818.264353006788	1.4112068289960613E7	7483
3918.3061324421674	1.4869849381335258E7	7678
4019.546155670025	1.5656612316991528E7	7862
4120.399713575432	1.6460346505688233E7	8071
4220.554348243509	1.728035443196563E7	8304
4321.006777200456	1.8124844427534886E7	8510
4422.0651198173455	1.899700831908812E7	8724
4523.516041453614	1.9891611241889607E7	8918
4623.821828800144	2.0795649191904034E7	9111
4723.830234676439	2.17167009192723E7	9305
4824.378432950248	2.266283404915887E7	9503
4925.699280936856	2.3637024876565244E7	9721
5026.040991796722	2.4621075455983892E7	9906
5126.274781260166	2.5624947894616365E7	10129
5226.919915279825	2.665475884785988E7	10325
5327.2504123473855	2.770083234709171E7	10515
5427.582265526515	2.876569745266052E7	10721
5528.149973037391	2.9853241807078354E7	10906
5628.479122239772	3.0956338128048636E7	11096
5728.982790769143	3.207987841224682E7	11270
5829.238625101007	3.3219471277994424E7	11467
5929.814461866873	3.43820312698976E7	11663
6030.159737556679	3.556284758476605E7	11872
6130.568536505702	3.676616554791227E7	12078
6231.219590290856	3.799191697647986E7	12282
6331.510677039267	3.923440349626166E7	12492
6431.809568971361	4.049781727695682E7	12696
6532.066012095599	4.178065540636199E7	12884
6632.1652809268135	4.307882439609976E7	13073
6732.629260608283	4.440262148399321E7	13282
6833.365305437648	4.575021065109355E7	13480
6933.447936813848	4.710950535233477E7	13689
7033.576854399458	4.848896318457943E7	13875
7134.0280897885905	4.9890858464368954E7	14044
7234.044905738411	5.130476293294909E7	14242
7334.501207842481	5.274450351615351E7	14426
7435.254679693397	5.420707223628352E7	14619
7535.365523142695	5.568161762445933E7	14831
7635.475047894555	5.71750246671841E7	15005
7736.330431599097	5.86994216523184E7	15216
7837.966772027945	6.025612869859003E7	15425
7938.907887521022	6.182465622547563E7	15649
8040.063976780277	6.341728278125863E7	15843
8140.157274945448	6.5013371792014405E7	16051
8240.161230483503	6.662811947080359E7	16247
8341.227509139278	6.828062236716852E7	16457
8441.884011946753	6.994726035293303E7	16664
8542.120390984157	7.162648082089198E7	16852
8642.15475457783	7.332308689313781E7	17062
8742.470218179833	7.504596856998456E7	17276
8842.608681693866	7.678487547271138E7	17461
8943.153819138506	7.854993252655607E7	17648
9043.21064137706	8.032676987504053E7	17856
9143.589596246438	8.212861617038096E7	18041
9243.75063161719	8.394674869899848E7	18256
9343.750654485075	8.578146169338498E7	18446
9444.433507380887	8.764868423972702E7	18643
9545.088457409609	8.953593424512325E7	18847
9645.169189210766	9.143279609077822E7	19058
9745.40762565869	9.335445157774444E7	19267
9845.420866480572	9.529208706755047E7	19469
9946.223156238546	9.726332432427064E7	19652
10047.06145639373	9.925586341283959E7	19862
10147.257500588375	1.0125742418244249E8	20073
10247.465547073652	1.0327956585179423E8	20285
10347.850022284003	1.0532473825806753E8	20462
10447.906292899668	1.0738269540382609E8	20669
10549.62445846834	1.0949743187233114E8	20901
10649.954888817923	1.1160441799234216E8	21102
10750.196616807072	1.1372861769168836E8	21293
10850.299213488664	1.1587093523492026E8	21507
10950.781066512169	1.1804222125784941E8	21714
11051.670447752356	1.2024398763255495E8	21927
11152.321934930113	1.2246057898199113E8	22112
11253.612827978499	1.2471128312416053E8	22320
11354.105567813835	1.2696605568221031E8	22543
11454.337131081273	1.2923416070694835E8	22720
11554.37480690267	1.3151679379452038E8	22908
11654.501984792945	1.3382083971197753E8	23111
11755.87770263648	1.3617361494334728E8	23300
11855.889521034214	1.3851455606512997E8	23510
11956.249914785423	1.4088408487070304E8	23707
12058.430322205833	1.433176530553828E8	23917
12158.767987532827	1.457282803304067E8	24131
12258.877430497041	1.4815432461231223E8	24345
12359.952798604221	1.5062629011699313E8	24565
12460.580174454119	1.531078729140853E8	24754
12561.019184908677	1.556038887280367E8	24949
12661.97693737189	1.581327526562493E8	25142
12762.679727803139	1.606741333888939E8	25336
12863.876756207028	1.6324844479569328E8	25548
12964.27626129099	1.658239190468751E8	25757
13065.255701769784	1.6843388649620417E8	25944
13165.275977687119	1.71039987539104E8	26173
13265.380829069061	1.7366970487879246E8	26361
13365.464425681237	1.7631657586288086E8	26545
13465.490691798797	1.789808898152472E8	26737
13566.977786396174	1.817051672761551E8	26952
13668.153567298206	1.844419690170823E8	27152
13769.347288937295	1.8720121263631302E8	27386
13870.26343459941	1.899747535025476E8	27583
13970.564472879558	1.9275099663187063E8	27790
14070.876883572779	1.9554949303923288E8	28000
14171.13224767512	1.983667360564823E8	28199
14271.329653772344	2.012030490874632E8	28423
14371.890872667645	2.040713384869882E8	28616
14472.770972116847	2.0696667918955216E8	28791
14573.254395143022	2.0986933329285863E8	28983
14673.300406479764	2.127785015564627E8	29173
14773.598610126706	2.1571340660637304E8	29358
14873.868813019008	2.1866780164993045E8	29572
14974.177684752472	2.2164605290484244E8	29802
15074.185181081295	2.2463631341951293E8	30001
15174.388290471814	2.276525386416538E8	30197
15274.566824414205	2.3068825673003784E8	30400
15374.635396124066	2.337411891540791E8	30610
15475.061118792908	2.3682511436020246E8	30811
15575.308179465103	2.3992250886619544E8	30983
15675.36180769167	2.430348438538009E8	31228
15776.421468538538	2.4620128742361996E8	31430
15878.68125659231	2.494259924959625E8	31630
15978.771290997734	2.5260241848198506E8	31838
16078.771882230974	2.5579653147230008E8	32048
16178.854938716444	2.590150690077163E8	32264
16279.14534991977	2.6226049322724882E8	32453
16379.152005006054	2.6551480405305052E8	32635
16479.513965962175	2.687990413055595E8	32825
16580.35048698509	2.7211905544298923E8	33020
16680.412093872597	2.754331383012263E8	33221
16780.970158959928	2.7878505323508346E8	33451
16881.929381061353	2.821722538284918E8	33657
16982.189118854076	2.8555711028910583E8	33872
17082.499458927738	2.889649927584318E8	34073
17182.50071478043	2.923833358318243E8	34282
17282.655460390506	2.95825928095527E8	34457
17383.208683088957	2.993009627827928E8	34658
17483.356868998635	3.0278097887589324E8	34848
17583.610818611247	3.0628476747307885E8	35055
17684.673430416224	3.0983639771203965E8	35248
17784.934200616404	3.1338223288106614E8	35478
17884.94841294306	3.1694056595498925E8	35674
17985.267354780328	3.205304557135295E8	35894
18085.288412422167	3.2413018068789876E8	36085
18185.86214255924	3.2776936348594123E8	36279
18286.178090843543	3.3141995117951524E8	36506
18386.289413427352	3.350827954371473E8	36676
18486.465788862653	3.3876750198577964E8	36878
18586.500048003923	3.424661616682426E8	37068
18686.507258360354	3.4618249751502264E8	37252
18786.908752179123	3.499317734941724E8	37427
18887.37426727049	3.5370198699492866E8	37622
18987.60433781886	3.574820821908582E8	37818
19087.757913220335	3.6127984108842283E8	38016
19188.058915449074	3.651025022904305E8	38214
19288.1380178172	3.689359534330323E8	38402
19388.140407270163	3.727853812120523E8	38584
19488.346692679334	3.766623260190238E8	38791
19588.682983640538	3.805637657621226E8	38969
19689.700837614426	3.8451141611431104E8	39187
19790.292711898677	3.884644022800309E8	39405
19890.51375042697	3.924228216834808E8	39580
19991.337973361085	3.9642423618568516E8	39785
20091.681784239317	4.004273802574681E8	40003
20191.79204255428	4.0444150431937575E8	40197
20292.094263887193	4.084832042488131E8	40387
20392.25241665095	4.1253774510822064E8	40574
20492.69018909228	4.166239012752149E8	40782
20592.766613081916	4.207138408802027E8	40964
20693.1405897595	4.2483640154722005E8	41177
20793.373002673598	4.28972735349345E8	41371
20894.196497789133	4.3315448603084844E8	41570
20994.61808573613	4.373381545518743E8	41752
21094.86981502308	4.415338313476441E8	41953
21194.912760049294	4.457387539998284E8	42123
21295.361052219636	4.4997991991271985E8	42316
21395.664646285044	4.5423352252548474E8	42510
21496.573031087708	4.585330292961437E8	42714
21596.686194782753	4.62819634463623E8	42929
21697.034304868568	4.6713668835181665E8	43115
21799.40820846232	4.7156067199195576E8	43317
21899.67676638284	4.759135604788158E8	43524
22000.04516297054	4.802915537871638E8	43718
22101.423704201985	4.8473286287176853E8	43907
22201.570005033125	4.891402084362973E8	44107
22302.08940893225	4.935837188000499E8	44307
22402.63533378004	4.9804914577218175E8	44512
22502.892991546254	5.0252323255138123E8	44727
22603.351754910884	5.0702677749065596E8	44936
22704.99490640219	5.1160390351772004E8	45122
22805.06874948994	5.1612985805042005E8	45323
22905.60223199544	5.2069560410743684E8	45511
23006.088543587965	5.2527899264200944E8	45706
23106.2800237328	5.298687996550683E8	45914
23206.70869553925	5.3449107582057226E8	46144
23306.91234226537	5.391240328454975E8	46339
23407.244414816232	5.437831064063119E8	46531
23507.295383467736	5.484485633183242E8	46737
23607.848731762002	5.531574691888635E8	46927
23708.972470684388	5.579136243011726E8	47146
23808.989257962883	5.626401784116313E8	47358
23909.10975699528	5.67390641782991E8	47551
24009.242235743826	5.721631789340024E8	47760
24109.747217635668	5.769735009757152E8	47965
24210.89430932145	5.818347449588511E8	48164
24311.89040834683	5.867088462462498E8	48356
24412.28078506283	5.91573770943228E8	48568
24512.67417819525	5.964601517152313E8	48775
24613.301347568195	6.013772509057359E8	48963
24713.52674266739	6.062951707773101E8	49166
24813.71063567971	6.112315670372549E8	49382
24913.798942463713	6.161846946955141E8	49593
25013.866923950434	6.211564051952273E8	49780
25114.147006489242	6.261572833578541E8	49972
25214.24023735327	6.311704056509889E8	50196
25315.14172629022	6.362467193216335E8	50408
25415.257976331523	6.413031488433692E8	50600
25515.333949796484	6.463766895350509E8	50804
25616.96949906813	6.515513593626882E8	51013
25717.426797217984	6.56686473441467E8	51228
25818.275456347477	6.618630967603657E8	51434
25918.535755203557	6.670296883351389E8	51621
26018.583237172174	6.722034218022453E8	51814
26120.012244950085	6.774679832166035E8	51999
26220.613235073535	6.827084858472173E8	52190
26320.68049958234	6.879393140811316E8	52370
26421.75522547685	6.932422456036756E8	52567
26522.231361164828	6.985345476022733E8	52790
26622.295520038966	7.03826500123482E8	52977
26722.621617676603	7.091512987260056E8	53174
26822.781330632977	7.14488413232726E8	53401
26923.1481836876	7.198582906680675E8	53595
27024.285847948922	7.252889928577439E8	53800
27124.510915296327	7.306915352651983E8	54008
27224.66690866193	7.361102544682505E8	54192
27327.042775418147	7.416708005135798E8	54425
27427.154198001892	7.471280207445141E8	54592
27527.721873495135	7.526270027322662E8	54773
27627.873901710784	7.58121828716669E8	54964
27727.979261474717	7.636343944646504E8	55173
27829.2919445645	7.692344046721492E8	55381
27929.454434014428	7.747909075076586E8	55572
